gene	SRX1130454	ERX3503479	SRX1130456	SRX1130465	SRX1130457	SRX3367918	SRX7649169	SRX1130492	SRX3367919	ERX3988324	ERX3988313	SRX546032	SRX1045016	SRX1130490	SRX3154231	SRX546016	ERX3988308	SRX1130470	SRX1130460	SRX1130468	SRX4081212	SRX2349198	ERX3988309	SRX3154228	ERX3503483	SRX4520756	SRX1130452	SRX546033	SRX1735461	SRX666570	SRX1130496	SRX1130501	SRX5492850	SRX3154230	SRX1130459	SRX9029128	SRX666579	SRX807046	SRX4081213	SRX1735462	SRX546015	ERX3988323	ERX3988325	SRX546024	SRX1130506	SRX1130471	SRX1100709	SRX1130451	SRX1130504	SRX4520757	ERX3988322	SRX666577	SRX1130455	SRX2349197	SRX666576	SRX157655	SRX546017	SRX666574	SRX3154229	SRX1130491	SRX1130500	SRX1130462	SRX3367920	ERX3988312	SRX1130507	SRX1130464	SRX1130503	SRX1093014	SRX1130461	SRX1130467	ERX3503481	SRX1100710	SRX1735466	SRX3154227	SRX1735465	SRX1130463	SRX7649168	SRX8564783	SRX1130466	SRX7421974	SRX7649167	ERX3988320	SRX1130458	SRX546026	SRX1130469	SRX1130453	ERX3988310	SRX1130505	SRX1130499	SRX546025	SRX9029119	SRX1093013	SRX546034	SRX2349196	SRX2349199	SRX7649166	SRX326627	SRX1130489	SRX1093011
NC_001802.1	2621.84951682233	416.2544167775596	2631.147900272458	3312.255485151026	1850.7265889043779	268.7314271611933	364.88082012138005	9965.86850752686	270.684258334267	316.61353820313866	393.60343444483823	8504.8256002326	487.88069855105596	3281.3539484818198	2447.774568919241	2461.478643565584	376.6671217144441	2617.72754823803	2810.3919227522983	2079.8664860681115	235.50216715389263	2201.266269499112	443.9890101730156	867.4933367876055	448.8843227480926	286.6481755732862	2058.460271716756	8307.91375878859	618.3384307118523	4689.957057773472	358.2378976661021	301.97795560924055	237.17154743464852	1128.3885538600348	4031.408335852964	391.2234050526278	373.5382800908493	360.4123615863267	262.2634127255832	1290.0396935290316	2524.3396546415756	246.23634981552553	414.16916481752105	44477.45037510579	3570.034716475307	1204.8192771084337	460.0133245238827	1435.9907882540685	537.9413902882377	271.8831675413123	251.1022690611894	371.72346565436214	2100.3990758244067	100793.10807191073	308.1630971107918	585.9876215166572	2863.3690258287684	1240.7838900543472	1529.7834097916088	5527.656014229096	9190.170768279977	2406.086146228842	245.78273201946823	546.1023189968115	284.2237431598212	3790.348847292847	247.18884444070414	967.5713617556597	3383.6969587412614	2433.9568220327196	500.02289364553707	391.1567081406536	252.11234432169024	240.89533772359692	355.53326793448514	3350.076956841694	498.97537036054314	766.4679561096244	2897.9982183810425	365.26376392133267	551.5506872789213	263.4925240663617	1233.8623002755655	48418.90617335536	4510.347169133026	2818.693016066396	616.979808595485	5191.848041255417	4322.936455221263	50152.88220943896	716.5755232887045	330.4896155971319	8664.930088923173	5056.384822213843	136572.01122602224	372.3538462486837	1052.65119052055	1331.1481084823504	694.4912493164628
