gene	SRX1130454	ERX3503479	SRX1130456	SRX1130465	SRX1130457	SRX3367918	SRX7649169	SRX1130492	SRX3367919	ERX3988324	ERX3988313	SRX546032	SRX1045016	SRX1130490	SRX3154231	SRX546016	ERX3988308	SRX1130470	SRX1130460	SRX1130468	SRX4081212	SRX2349198	ERX3988309	SRX3154228	ERX3503483	SRX4520756	SRX1130452	SRX546033	SRX1735461	SRX666570	SRX1130496	SRX1130501	SRX5492850	SRX3154230	SRX1130459	SRX9029128	SRX666579	SRX807046	SRX4081213	SRX1735462	SRX546015	ERX3988323	ERX3988325	SRX546024	SRX1130506	SRX1130471	SRX1100709	SRX1130451	SRX1130504	SRX4520757	ERX3988322	SRX666577	SRX1130455	SRX2349197	SRX666576	SRX157655	SRX546017	SRX666574	SRX3154229	SRX1130491	SRX1130500	SRX1130462	SRX3367920	ERX3988312	SRX1130507	SRX1130464	SRX1130503	SRX1093014	SRX1130461	SRX1130467	ERX3503481	SRX1100710	SRX1735466	SRX3154227	SRX1735465	SRX1130463	SRX7649168	SRX8564783	SRX1130466	SRX7421974	SRX7649167	ERX3988320	SRX1130458	SRX546026	SRX1130469	SRX1130453	ERX3988310	SRX1130505	SRX1130499	SRX546025	SRX9029119	SRX1093013	SRX546034	SRX2349196	SRX2349199	SRX7649166	SRX326627	SRX1130489	SRX1093011
NC_001802.1	1814.0	3205.0	2281.0	14210.0	2330.0	5475.0	2680.0	55188.0	4593.0	2906.0	1969.0	43994.0	8544.0	14220.0	35499.0	18359.0	3082.0	26945.0	18600.0	17198.0	2514.0	54585.0	3737.0	11271.0	1697.0	4932.0	5.0	38370.0	316.0	56258.0	1138.0	852.0	4897.0	11906.0	17600.0	522.0	3399.0	28113.0	2145.0	1118.0	20153.0	3400.0	5318.0	363302.0	34943.0	5.0	667.0	6011.0	1807.0	3292.0	2335.0	5540.0	10.0	3248883.0	4300.0	2030.0	27043.0	13079.0	15680.0	30702.0	72315.0	7093.0	4102.0	5382.0	1020.0	33306.0	1451.0	10774.0	13889.0	6388.0	2337.0	298.0	593.0	4873.0	1279.0	8258.0	3432.0	8455.0	10612.0	420.0	6015.0	2964.0	1427.0	456328.0	24390.0	9125.0	3813.0	37020.0	23723.0	480346.0	1368.0	5614.0	173537.0	116690.0	4253554.0	3443.0	26103.0	9844.0	10366.0
