sample	count (>0)	mean	median	sum	p25	p75	min	max
SRX1130451	1	1435.9907882540685	1435.9907882540685	1435.9907882540685	1435.9907882540685	1435.9907882540685	1435.9907882540685	1435.9907882540685
SRX1130489	1	1331.1481084823504	1331.1481084823504	1331.1481084823504	1331.1481084823504	1331.1481084823504	1331.1481084823504	1331.1481084823504
SRX1735462	1	1290.0396935290316	1290.0396935290316	1290.0396935290316	1290.0396935290316	1290.0396935290316	1290.0396935290316	1290.0396935290316
SRX666574	1	1240.7838900543472	1240.7838900543472	1240.7838900543472	1240.7838900543472	1240.7838900543472	1240.7838900543472	1240.7838900543472
SRX1130458	1	1233.8623002755655	1233.8623002755655	1233.8623002755655	1233.8623002755655	1233.8623002755655	1233.8623002755655	1233.8623002755655
SRX1130471	1	1204.8192771084334	1204.8192771084334	1204.8192771084334	1204.8192771084334	1204.8192771084334	1204.8192771084334	1204.8192771084334
SRX3154230	1	1128.3885538600348	1128.3885538600348	1128.3885538600348	1128.3885538600348	1128.3885538600348	1128.3885538600348	1128.3885538600348
SRX326627	1	1052.65119052055	1052.65119052055	1052.65119052055	1052.65119052055	1052.65119052055	1052.65119052055	1052.65119052055
SRX1093014	1	967.5713617556596	967.5713617556596	967.5713617556596	967.5713617556596	967.5713617556596	967.5713617556596	967.5713617556596
SRX3154228	1	867.4933367876055	867.4933367876055	867.4933367876055	867.4933367876055	867.4933367876055	867.4933367876055	867.4933367876055
SRX8564783	1	766.4679561096243	766.4679561096243	766.4679561096243	766.4679561096243	766.4679561096243	766.4679561096243	766.4679561096243
SRX9029119	1	716.5755232887045	716.5755232887045	716.5755232887045	716.5755232887045	716.5755232887045	716.5755232887045	716.5755232887045
SRX1093011	1	694.4912493164627	694.4912493164627	694.4912493164627	694.4912493164627	694.4912493164627	694.4912493164627	694.4912493164627
SRX1735461	1	618.3384307118523	618.3384307118523	618.3384307118523	618.3384307118523	618.3384307118523	618.3384307118523	618.3384307118523
ERX3988310	1	616.979808595485	616.979808595485	616.979808595485	616.979808595485	616.979808595485	616.979808595485	616.979808595485
SRX157655	1	585.9876215166572	585.9876215166572	585.9876215166572	585.9876215166572	585.9876215166572	585.9876215166572	585.9876215166572
SRX7649167	1	551.5506872789213	551.5506872789213	551.5506872789213	551.5506872789213	551.5506872789213	551.5506872789213	551.5506872789213
ERX3988312	1	546.1023189968115	546.1023189968115	546.1023189968115	546.1023189968115	546.1023189968115	546.1023189968115	546.1023189968115
SRX1130504	1	537.9413902882377	537.9413902882377	537.9413902882377	537.9413902882377	537.9413902882377	537.9413902882377	537.9413902882377
ERX3503481	1	500.022893645537	500.022893645537	500.022893645537	500.022893645537	500.022893645537	500.022893645537	500.022893645537
SRX7649168	1	498.9753703605432	498.9753703605432	498.9753703605432	498.9753703605432	498.9753703605432	498.9753703605432	498.9753703605432
SRX1045016	1	487.88069855105596	487.88069855105596	487.88069855105596	487.88069855105596	487.88069855105596	487.88069855105596	487.88069855105596
SRX1100709	1	460.01332452388266	460.01332452388266	460.01332452388266	460.01332452388266	460.01332452388266	460.01332452388266	460.01332452388266
ERX3503483	1	448.88432274809264	448.88432274809264	448.88432274809264	448.88432274809264	448.88432274809264	448.88432274809264	448.88432274809264
ERX3988309	1	443.9890101730156	443.9890101730156	443.9890101730156	443.9890101730156	443.9890101730156	443.9890101730156	443.9890101730156
ERX3503479	1	416.25441677755964	416.25441677755964	416.25441677755964	416.25441677755964	416.25441677755964	416.25441677755964	416.25441677755964
ERX3988325	1	414.16916481752105	414.16916481752105	414.16916481752105	414.16916481752105	414.16916481752105	414.16916481752105	414.16916481752105
ERX3988313	1	393.60343444483823	393.60343444483823	393.60343444483823	393.60343444483823	393.60343444483823	393.60343444483823	393.60343444483823
SRX9029128	1	391.2234050526278	391.2234050526278	391.2234050526278	391.2234050526278	391.2234050526278	391.2234050526278	391.2234050526278
SRX1100710	1	391.1567081406536	391.1567081406536	391.1567081406536	391.1567081406536	391.1567081406536	391.1567081406536	391.1567081406536
ERX3988308	1	376.66712171444414	376.66712171444414	376.66712171444414	376.66712171444414	376.66712171444414	376.66712171444414	376.66712171444414
SRX666579	1	373.5382800908493	373.5382800908493	373.5382800908493	373.5382800908493	373.5382800908493	373.5382800908493	373.5382800908493
SRX7649166	1	372.3538462486837	372.3538462486837	372.3538462486837	372.3538462486837	372.3538462486837	372.3538462486837	372.3538462486837
SRX666577	1	371.72346565436203	371.72346565436203	371.72346565436203	371.72346565436203	371.72346565436203	371.72346565436203	371.72346565436203
SRX7421974	1	365.2637639213328	365.2637639213328	365.2637639213328	365.2637639213328	365.2637639213328	365.2637639213328	365.2637639213328
SRX7649169	1	364.88082012138005	364.88082012138005	364.88082012138005	364.88082012138005	364.88082012138005	364.88082012138005	364.88082012138005
SRX807046	1	360.41236158632665	360.41236158632665	360.41236158632665	360.41236158632665	360.41236158632665	360.41236158632665	360.41236158632665
SRX1130496	1	358.2378976661021	358.2378976661021	358.2378976661021	358.2378976661021	358.2378976661021	358.2378976661021	358.2378976661021
SRX1735465	1	355.5332679344852	355.5332679344852	355.5332679344852	355.5332679344852	355.5332679344852	355.5332679344852	355.5332679344852
SRX1093013	1	330.4896155971319	330.4896155971319	330.4896155971319	330.4896155971319	330.4896155971319	330.4896155971319	330.4896155971319
ERX3988324	1	316.6135382031386	316.6135382031386	316.6135382031386	316.6135382031386	316.6135382031386	316.6135382031386	316.6135382031386
SRX666576	1	308.1630971107918	308.1630971107918	308.1630971107918	308.1630971107918	308.1630971107918	308.1630971107918	308.1630971107918
SRX1130501	1	301.9779556092405	301.9779556092405	301.9779556092405	301.9779556092405	301.9779556092405	301.9779556092405	301.9779556092405
SRX4520756	1	286.64817557328615	286.64817557328615	286.64817557328615	286.64817557328615	286.64817557328615	286.64817557328615	286.64817557328615
SRX1130507	1	284.2237431598212	284.2237431598212	284.2237431598212	284.2237431598212	284.2237431598212	284.2237431598212	284.2237431598212
SRX4520757	1	271.8831675413123	271.8831675413123	271.8831675413123	271.8831675413123	271.8831675413123	271.8831675413123	271.8831675413123
SRX3367919	1	270.684258334267	270.684258334267	270.684258334267	270.684258334267	270.684258334267	270.684258334267	270.684258334267
SRX3367918	1	268.7314271611933	268.7314271611933	268.7314271611933	268.7314271611933	268.7314271611933	268.7314271611933	268.7314271611933
ERX3988320	1	263.4925240663617	263.4925240663617	263.4925240663617	263.4925240663617	263.4925240663617	263.4925240663617	263.4925240663617
SRX4081213	1	262.2634127255832	262.2634127255832	262.2634127255832	262.2634127255832	262.2634127255832	262.2634127255832	262.2634127255832
SRX1735466	1	252.11234432169024	252.11234432169024	252.11234432169024	252.11234432169024	252.11234432169024	252.11234432169024	252.11234432169024
ERX3988322	1	251.10226906118942	251.10226906118942	251.10226906118942	251.10226906118942	251.10226906118942	251.10226906118942	251.10226906118942
SRX1130503	1	247.18884444070412	247.18884444070412	247.18884444070412	247.18884444070412	247.18884444070412	247.18884444070412	247.18884444070412
ERX3988323	1	246.23634981552556	246.23634981552556	246.23634981552556	246.23634981552556	246.23634981552556	246.23634981552556	246.23634981552556
SRX3367920	1	245.78273201946823	245.78273201946823	245.78273201946823	245.78273201946823	245.78273201946823	245.78273201946823	245.78273201946823
SRX3154227	1	240.89533772359687	240.89533772359687	240.89533772359687	240.89533772359687	240.89533772359687	240.89533772359687	240.89533772359687
SRX5492850	1	237.1715474346485	237.1715474346485	237.1715474346485	237.1715474346485	237.1715474346485	237.1715474346485	237.1715474346485
SRX4081212	1	235.50216715389263	235.50216715389263	235.50216715389263	235.50216715389263	235.50216715389263	235.50216715389263	235.50216715389263
