name	count (>0)	mean	median	sum	p25	p75	min	max
Hsa-Mir-21_5p	298	17082.840780324736	4663.623966334044	5090686.552536771	2127.7337378644656	11753.795957399567	20.971826780383417	243444.97546075442
Hsa-Mir-126-P2-v1_3p	294	739.3578150955888	20.96611296131826	220328.62889848545	5.019684852207554	404.6919821166016	0.0	11581.749519516366
9-130406768-130406787-RNAATLASMIR06489-3p	298	412.1346094260138	322.98792727235497	122816.11360895212	174.8856486221915	523.4098882628532	19.953071587728147	3061.5897392387074
2-17753308-17753330-RNAATLASMIR03450-3p	286	6.748627050386359	4.743228924095547	2011.090861015135	1.5485845223842503	9.614038506808447	0.0	47.343247867223795
9-32456348-32456370-RNAATLASMIR06278-3p	270	0.9681852783546517	0.5132192549927115	288.5192129496862	0.19026446361551583	1.2153942692372488	0.0	22.575877685392623
2-63684550-63684575-RNAATLASMIR03554-5p	233	0.39499800718520883	0.21915617595420983	117.70940614119223	0.05745311244472948	0.5186909274464374	0.0	3.3917852040122347
