sample	count (>0)	mean	median	sum	p25	p75	min	max
SRX6980086	5	714.4587907808885	163.3493753533134	4286.752744685331	0.7911717887128268	788.0255009018989	0.0	3017.198013960097
SRX6979786	6	713.5880741881083	97.23121206456152	4281.52844512865	1.8956395726872763	475.9061861731446	0.13420457151768328	3514.683523476607
SRX6979769	5	711.4395551683538	223.9699198091887	4268.637331010123	2.395012104246023	560.1788159582704	0.0	3219.912333847849
SRX6979655	5	707.0730802648408	3.5839253778950657	4242.438481589044	1.7919626889475326	381.3893922976665	0.0	3726.7514411030324
SRX6979736	6	696.2277084479937	76.66670543448633	4177.366250687962	1.503924038601519	344.95839878744954	0.6684106838228974	3612.5258023234223
SRX6979828	6	691.6081428676893	13.03853073830589	4149.648857206135	2.243840173568921	778.7641510509541	0.24257731606150496	3090.677583939635
SRX6979852	6	690.4314180522623	16.786857428121657	4142.588508313574	5.412584871684086	1501.6196964120365	1.0982056261388	2109.731451071645
SRX6979795	6	689.2245608438405	10.013008378503963	4135.347365063043	3.023978720826385	363.84361397428506	0.2007620727519592	3632.6391348921375
SRX6980338	4	689.0326078836703	1.7818412397273817	4134.195647302022	0.12148917543595783	103.4277846878121	0.0	3993.7541604980543
SRX6979910	6	678.0829015014455	130.56683575852287	4068.4974090086725	2.755536203726363	311.5206192423278	0.24861980785501026	3475.124800928048
SRX6979646	5	674.9381538813175	7.262997837500967	4049.628923287905	2.0305155244626354	375.6453720255876	0.0	3536.377076104503
SRX6979949	5	671.9896819444174	3.265852482694109	4031.938091666504	0.3648026709392356	94.70972199812915	0.0	3900.817588797487
SRX6980305	6	667.7270510836757	52.21462944962092	4006.3623065020543	1.8438552935660681	126.09455859864316	0.1676232085060062	3765.990625504441
SRX6979569	6	657.9464051479398	9.347016390593748	3947.6784308876386	3.550821869052373	919.4278832255833	0.6266156239504188	2703.9508532833825
SRX6979754	6	654.1442457776881	438.32197776169306	3924.8654746661286	7.0940160761431255	862.1067360512898	0.4410787197601943	2181.0607560942008
SRX6979625	6	645.6000417210726	19.36450585346368	3873.6002503264353	3.6177371043925826	455.1357955197663	0.4194477802194299	3235.6900845760524
SRX6979709	6	641.4699848521102	160.96674239031108	3848.819909112661	4.346181066012328	1237.5157924415644	0.1580429478549937	1978.2235783009562
SRX6979703	5	638.2361873307224	15.28791903187531	3829.4171239843345	2.341393004881804	343.28953321575875	0.0	3348.19199698098
SRX6979706	6	631.3730074429742	3.2999772179350586	3788.238044657845	1.5685076900061699	367.6215361239136	0.05432061264090631	3291.5303626693976
SRX6979557	6	630.2707638288098	9.747374211918853	3781.6245829728587	2.258537927151929	367.16100118371173	0.2377408344370452	3275.830957708045
SRX6980302	6	625.713516723325	2.2605161591213014	3754.28110033995	0.8923090101794613	241.33984361987166	0.3172654258415862	3427.973609861879
SRX6980326	3	623.4298796189934	1.551739655327588	3740.57927771396	0.0	393.4768411723526	0.0	3213.874503277053
SRX6979943	5	617.9857675976749	81.5703403800772	3707.914605586049	1.242809907078429	387.4416124404782	0.0	3080.908255282537
SRX6980033	5	616.4442526421765	19.874963990228338	3698.665515853059	0.06346931931186056	983.1034879582561	0.0	2361.276287495997
SRX6979804	6	595.3544549741138	10.022523590176302	3572.1267298446824	2.607210528525592	247.61728045594356	0.1805860106338072	3224.9501244011876
SRX6979763	6	592.490065600302	14.100656033021936	3554.9403936018125	5.6065108429169666	275.0002943886965	0.6000279162988058	3161.397083999333
SRX6979801	6	590.4433942566721	7.501709028344468	3542.660365540033	1.6944014600700827	285.2387278422252	0.11585651009026204	3149.96472458909
SRX6980082	6	589.8072139245186	0.9139816697460816	3538.8432835471117	0.5155794034465078	107.15849192087077	0.37496683887018745	3393.68424604949
SRX6979980	5	583.8691595789936	3.86179061089229	3503.2149574739615	1.091375607426082	184.7447047462951	0.0	3250.2844628544767
